OrderID,CustomerID,order_date,Item1ID,Item1Qty,Item1Price,Item2ID,Item2Qty,Item2Price,Item3ID,Item3Qty,Item3Price,Total_Price
394761,36112,3/30/06,22355087,1,33.47,77277725,3,98.49,,,,328.94
863129,22511,11/8/11,16475917,3,45.22,89598291,1,78.91,62652517,10,41.98,634.37
949963,17480,4/25/21,70082186,4,58.27,71986361,6,72.35,10844458,6,22.53,802.36
546407,53606,8/11/15,23920339,1,7.58,59858398,7,21.45,52953605,5,46.39,389.68
196823,26582,9/12/07,76721830,10,26.94,28211459,1,28.42,21318743,10,14.19,439.72
492634,64893,11/18/02,18583862,6,66.94,68665687,7,58.52,74445712,3,6.29,830.15
989012,72596,2/15/15,78668752,2,10.93,66547144,2,38.26,69979707,1,98.8,197.18
797294,97533,1/30/11,27983558,5,22.45,41839225,5,50.31,23855227,7,48.57,703.79
295267,16370,1/10/13,58235548,7,27.84,85535703,10,46.12,33504096,1,7.28,663.36
681220,63318,6/12/14,96228975,7,76.61,69274653,7,81.68,46392287,8,66.75,1642.03
385781,59736,8/21/07,14401605,9,56.26,35246433,2,60.92,22586106,8,43.39,975.3
299926,14816,6/12/10,81803101,2,56.99,84175290,9,53.26,61757341,10,71.55,1308.82
650580,51442,6/14/13,64126115,1,23.15,33207837,6,24.81,11093228,5,17.32,258.61
549551,42596,10/19/13,83826067,3,75.47,14349529,6,30.66,95126403,6,30.53,593.55
798289,81967,11/22/21,12203351,10,56.79,14567169,9,71.59,77424864,3,88.73,1478.4
835166,75680,12/9/19,52298561,6,33.92,69065718,10,99.75,44065701,5,65.52,1528.62
272797,84144,6/17/09,30932155,6,37.53,78405913,7,41.66,29820170,1,74.87,591.67
275140,28570,4/15/00,47168395,7,19.23,40864444,8,51.85,83465597,10,28.52,834.61
775185,14363,8/15/20,24796405,7,37.52,10273706,1,88.71,83809433,8,6.48,403.19
892417,86725,7/30/09,54185434,5,61.76,62084302,3,88.7,52730938,10,50.37,1078.6
981508,73154,6/22/05,14418514,10,45.27,64966678,3,15.17,65058006,7,57.82,902.95
251089,32165,1/17/01,78690649,7,20.3,20779523,8,71.82,71668187,3,26.82,797.12
148824,12397,3/19/18,84769771,10,19.5,66919565,5,71.56,99651789,3,72.97,771.71
749513,34145,9/11/02,29633145,2,45.65,30720873,10,91.33,19961372,4,47.51,1194.64
957985,48215,10/26/08,60901605,6,47.22,86984346,3,5.41,41982330,1,32.87,332.42
195165,35228,5/26/01,71544124,1,55.88,46184470,1,29.11,70836810,3,89.37,353.1
316223,96480,1/3/09,84664530,9,28.01,78728835,6,7.79,98108260,5,77.79,687.78
803543,54868,8/5/17,24974383,1,81.97,22564304,4,21.66,75671041,4,65.85,432.01
862275,74625,10/13/10,94798005,8,21.99,81818961,7,35.57,54194158,2,78.41,581.73
325026,25598,3/8/17,16714336,1,5.29,72602137,5,63.47,52790818,7,8.95,385.29
500195,25598,8/1/09,96381049,5,62.14,25692462,7,35.8,45406227,4,80.32,882.58
773618,75485,8/22/13,82454225,5,13.92,11197855,4,97.59,45667830,8,94.46,1215.64
962160,80989,12/1/13,58810391,9,98.36,99347360,8,85.83,99574724,10,98.1,2552.88
713351,76329,8/5/14,26816933,3,30.49,82973581,2,77.52,58474203,8,72.99,830.43
819808,26060,3/20/02,71816677,8,58.67,83910546,9,84.55,48520765,3,20.14,1290.73
538900,42566,1/26/19,63577583,8,56.49,37571419,9,44.99,63908448,1,40.8,897.63
282447,26034,4/22/16,82086278,2,61.67,26960860,5,44.03,77261885,9,12.45,455.54
676226,33863,9/24/06,33002596,8,43.98,54869400,9,68.04,47804226,2,59.91,1084.02
723845,70782,7/5/00,38790031,7,5.71,61831343,4,39.86,45774033,10,32.73,526.71
452700,35004,2/20/15,70201477,9,66.78,71552901,7,69.35,24471265,6,90.24,1627.91
126346,29209,8/25/05,98498958,8,35.39,68063334,10,66.02,14495598,2,86.5,1116.32
167692,19553,7/5/06,29738643,8,53.5,32513529,3,26.86,19694352,10,38.21,890.68
529025,59736,6/12/09,48849179,4,42.66,40369599,10,14.58,68711070,1,7.88,324.32
743697,85002,8/25/13,76224050,9,58.46,97368060,2,56.34,80682610,9,99.33,1532.79
821118,67192,4/30/14,81172012,6,65.45,17185836,3,92.98,18275444,10,59.05,1262.14
415675,21629,5/23/20,31461414,8,71.76,26718233,10,16.47,57055993,6,56.36,1076.94
884795,52392,11/8/00,46941010,6,13.5,86789877,9,58.21,26020775,4,29.6,723.29
460643,35228,2/10/09,49409043,3,8.39,65000819,5,41.55,29326232,1,53.45,286.37
181356,62834,7/15/09,59057882,1,20.28,56350169,10,34.63,85791858,10,33.62,702.78
734613,21160,8/17/20,31755479,3,11.18,87077565,5,68.66,78091657,10,13.07,507.54
776802,53607,3/31/12,36416678,4,79.28,39361309,7,92.08,60019242,10,35.07,1312.38
881133,66997,6/20/05,51331986,7,93.61,93468373,5,36.92,45357157,3,89.56,1108.55
562470,65051,12/29/03,50706920,10,84.22,17396653,2,18.73,26005949,1,98.1,977.76
895067,51329,9/2/18,36421866,3,8.95,20248459,9,48.21,55319300,9,6.1,515.64
980036,24582,8/2/15,22399417,4,5.41,49430110,4,41,17215649,8,20.76,351.72
703685,32128,9/23/10,69978183,3,67.95,29691751,8,30.77,50565171,2,18.63,487.27
981982,87833,1/27/17,49177908,7,88.11,80663202,1,97.98,16624264,8,66.93,1250.19
245073,87833,2/10/08,23697761,5,9.16,23041177,9,87.05,60828974,6,31.43,1017.83
988516,15442,8/28/17,47972771,7,55.66,99146390,7,40.39,66139340,1,83.58,755.93
211345,71525,1/15/20,43650471,6,32.61,87393151,10,92.83,88214979,3,7.11,1145.29
653343,81044,5/23/14,71772633,10,76.24,74328539,9,22.84,41706167,1,53.39,1021.35
774979,48048,2/27/02,99019624,10,6.29,83040363,7,22.15,15608773,5,24.83,342.1
408620,32128,2/19/00,23279451,4,23.1,66198629,3,36.4,16557996,10,33.81,539.7
120325,39925,1/3/17,27065320,4,22.05,21672172,5,15.47,88090252,7,84.5,757.05
665212,38312,10/17/01,34013416,8,28.3,80038081,7,84.4,33381858,2,7.12,831.44
433542,51442,2/26/18,17349614,7,46.98,38975718,10,62.85,37685038,9,99.14,1849.62
789995,78865,7/16/04,93434452,10,67.6,47174819,4,31.23,84561732,3,28.72,887.08
144093,16226,7/21/17,22337348,8,99.89,78883988,6,8.2,32936260,8,22.51,1028.4
777566,16758,4/27/02,72829092,9,80.72,85961399,1,25,44728410,6,77.93,1219.06
339297,32165,11/6/11,14644389,2,60.55,57967664,6,32.07,52578776,7,25.23,490.13
324574,48215,10/27/05,66245581,9,7.32,78752438,3,98.58,23411152,10,98.96,1351.22
263694,65320,12/8/12,62617415,10,29.96,22630485,8,41.32,74716876,1,99.83,729.99
372008,31202,9/4/02,19953985,7,31.41,62100600,8,32.74,66423708,10,47.27,954.49
106118,99168,11/24/10,84093374,6,31.26,63275013,5,92.12,93353977,7,28.27,846.05
390542,50405,4/13/09,26020643,8,29.41,40835115,5,48.41,96820517,3,87.62,740.19
110338,12701,4/19/17,69474664,6,31.15,58843935,2,69.22,37431734,5,90.84,779.54
609473,96480,12/25/00,47046183,6,88.32,16743959,9,46.86,81561297,10,99.14,1943.06
490449,89549,10/3/16,55311305,10,34.55,53452861,5,78.52,19118427,8,98.34,1524.82
604106,67192,3/29/06,88683077,7,55.93,60064125,8,7.18,71775510,10,30.8,756.95
186390,70740,8/4/03,42422101,1,82.86,41651208,5,46.02,34639577,6,78.43,783.54
846716,40875,7/20/09,13390696,6,37.78,58234248,5,38.8,89055978,2,17.94,456.56
538966,86688,6/29/00,82296387,1,61.35,38047419,2,26.73,90019380,8,10.73,200.65
536583,32165,11/6/17,84793131,8,64.25,13331238,1,74.37,92580629,5,16.45,670.62
357979,39028,9/12/02,65092452,7,59.37,23888108,1,17.03,36112071,3,58.81,609.05
168035,42596,6/15/10,32574883,6,25.43,64262672,8,99.24,67341785,6,49.22,1241.82
663140,28449,10/24/02,20385691,4,18.74,41507873,6,7.97,13655911,2,25.46,173.7
731040,90919,9/7/11,10351781,10,92.22,64447111,7,30.67,10188569,5,37.23,1323.04
115887,75764,6/15/02,97142030,7,95.97,29413786,7,36.1,42845897,10,71.96,1644.09
815667,14093,1/2/19,86409169,3,57.38,49476799,1,14.44,66578032,3,32.15,283.03
110997,33257,4/6/02,97210568,8,21.7,25069341,7,10.77,25373416,7,13.71,344.96
608451,65320,12/6/19,29625377,4,68.6,89457019,6,53.57,65084883,7,16.39,710.55
883057,75089,1/5/08,41492377,5,98.87,36561899,4,5.73,82596546,10,66.39,1181.17
826545,45004,11/8/02,64005827,2,31.37,90530420,7,58.84,56694508,7,78.56,1024.54
239537,79121,9/25/08,10628871,2,16.45,10240746,10,41.61,42482279,8,41.23,778.84
496218,85965,6/5/14,53258683,4,58.55,20245660,8,39.87,54219386,4,11.88,600.68
378366,17330,12/28/17,41226375,7,43.3,81359613,8,39.84,68591136,8,78.21,1247.5
542754,99621,3/23/05,14460137,6,47.26,95906447,9,53.63,65895581,10,95.25,1718.73
244213,76065,7/14/11,33484514,4,46.74,53330788,6,83.41,30068985,10,21.17,899.12
490383,22511,4/13/14,32798730,4,53.97,79994275,4,86.71,40451048,4,45.74,745.68
168871,57516,4/24/20,61685515,3,67.99,22374517,4,36.04,22579168,5,36.76,531.93
282339,25036,3/20/03,97840494,7,13.28,37237834,9,39.53,61605623,6,67.63,854.51
775187,75380,2/26/09,32111403,2,29.68,16447323,4,9.71,39230549,3,88.39,363.37
891545,39089,6/23/02,10885678,4,96.27,,,,,,,385.08
323821,31992,8/19/17,69325149,8,76.31,65405455,7,14.06,40173074,9,45.69,1120.11
841199,69826,12/30/05,86426538,1,41.17,84773264,6,79,36046176,5,82.31,926.72
677601,59088,10/25/09,16227913,4,79.19,65826015,2,55.76,54403363,9,58.07,950.91
284558,89948,5/7/04,70615629,2,8.68,78406833,8,98.6,31027514,6,32.34,1000.2
612747,76329,5/23/17,15309871,8,52.35,94803997,7,85.44,20606799,7,29.83,1225.69
228632,36112,4/17/14,68980211,2,59.25,86043437,10,21.68,92156570,1,69.31,404.61
974104,21629,11/6/18,98579014,2,37.08,61169602,1,50.91,97056781,4,61.42,370.75
209099,29209,12/18/10,73048203,1,61.81,84386695,5,47.33,,,,298.46
718093,99372,6/22/03,47002052,6,53.97,72284108,6,71.19,64064427,8,73.02,1335.12
141312,85520,2/15/06,89449001,3,63.39,66130198,2,11.65,75705294,10,95.2,1165.47
180676,57546,9/2/11,61705601,6,19.43,14782455,10,67.75,20455212,5,57.41,1081.13
267940,13935,12/13/13,55229237,8,90.68,,,,,,,725.44
722099,54937,11/18/15,76503888,9,6.35,55501685,7,68.83,85983039,2,39.17,617.3
950190,41749,4/11/12,49610330,6,47.77,97098057,5,48.38,40402331,7,97.62,1211.86
745516,85738,3/29/15,76083683,4,65.88,61122426,6,56.51,90297663,2,45.17,692.92
587896,86328,4/16/04,26741052,7,57.34,,,,,,,401.38
690125,36643,4/20/20,33143357,10,25.02,68501800,3,13.77,79429357,10,99.17,1283.21
988027,75680,5/26/12,47229549,9,9.74,74631928,7,84.78,29653285,2,30.13,741.38
998120,77098,1/8/09,86066559,3,39.83,28834054,1,34.3,24470766,9,91.43,976.66
581957,14816,2/3/03,64521861,4,19.27,34813056,9,68.86,,,,696.82
317386,66088,9/14/01,98277487,4,42.71,38589966,3,32.71,87118827,10,73.88,1007.77
793041,73224,8/8/11,19004565,5,87.99,78480798,10,10.07,81904539,8,33.34,807.37
547034,13462,1/9/01,44476946,10,27.94,46142251,3,64.59,25796668,8,73.01,1057.25
423205,71525,11/3/18,50755349,8,38.07,83891417,4,28.11,10659878,9,45.86,829.74
398243,40854,4/30/20,78371598,9,13.48,64668455,2,83.18,,,,287.68
485315,88740,1/22/08,47707496,1,29.26,21149107,2,88.32,10645661,4,23.98,301.82
955655,22511,10/8/03,99223970,3,14.44,36733732,10,35.15,20164593,6,44.35,660.92
170318,58022,11/8/03,21231631,6,91.55,28810254,3,62.58,60777248,10,42.19,1158.94
866299,42399,6/17/15,64381545,2,58.34,39085014,9,79.33,30393258,8,19.97,990.41
996927,76065,7/24/04,21537188,6,20.8,41535752,5,35.15,12498211,1,37.87,338.42
986890,85758,8/26/03,57461619,10,68.81,44262087,10,81.4,19556530,9,9.45,1587.15
780829,80989,12/9/12,91921665,7,68.71,89059244,4,23.93,79485242,9,39.1,928.59
787624,51007,12/12/10,44570155,9,92.38,50164749,6,96.11,48254065,5,48.65,1651.33
229871,63181,8/2/15,97320302,6,10.79,57977414,2,42.24,,,,149.22
953778,16476,12/3/01,89689952,2,30.91,91342552,7,12.04,65913872,7,74.28,666.06
722019,34229,10/5/17,84977775,3,56.37,49487088,7,14.23,59964968,1,32.22,300.94
429040,41181,10/2/13,54787862,2,21.48,68028283,7,64.29,68906982,10,66.45,1157.49
927154,62619,10/28/08,10390427,7,43.37,10209957,4,39.45,75043298,10,8.45,545.89
365333,14363,10/29/01,52668212,3,24.34,78622868,6,48.4,93618205,2,79.73,522.88
402615,53539,10/21/15,69561354,1,90.35,,,,,,,90.35
888796,98109,10/9/03,64397870,1,74.24,41139029,2,36.06,86298668,2,25.71,197.78
526160,28855,7/20/05,64487963,10,32.33,99395646,7,87.15,30095973,1,58.41,991.76
512690,69663,3/30/16,46926207,9,33.45,49280390,8,43.99,34104508,8,66.15,1182.17
438957,85965,7/23/07,65226360,9,75.38,72825085,4,13.8,65201384,7,58.15,1140.67
816240,48270,9/11/11,82278365,4,65.16,60733090,4,75.6,83420328,4,43.86,738.48
928375,61059,8/31/04,31765666,9,60.01,72561761,5,79.1,25501047,4,63.75,1190.59
116063,74979,1/9/17,87611392,9,72.5,89451810,2,6.49,78442428,6,17.62,771.2
819560,69807,5/25/13,92564940,1,63.79,21076507,1,85,82223455,5,51.38,405.69
598806,64549,5/5/11,86951928,4,96.45,42121129,10,67.72,41069990,1,80.44,1143.44
652092,79543,7/22/04,23741438,7,15.47,28771101,9,32.09,87319766,8,35.55,681.5
514567,31725,8/2/17,72072096,1,87.2,90435743,9,78.46,71971754,10,76.87,1562.04
783166,82457,11/17/10,40298164,2,10.38,70166092,6,5.48,28352866,8,63.94,565.16
991893,72402,5/18/19,77644599,4,18.44,64225126,6,61.91,55849678,1,20.84,466.06
474539,10799,5/30/04,78193117,5,81.79,49605881,9,76.62,20576488,6,9.13,1153.31
965489,48048,8/25/15,68843994,10,19.69,27154840,7,21.36,76991273,10,23.43,580.72
413474,57950,5/4/19,11905838,1,31.17,78138144,2,16.88,24744977,5,20.54,167.63
975078,85738,5/27/02,99398432,1,70.82,31363644,2,62.08,68921098,8,44.7,552.58
107760,46704,2/3/10,74501634,4,72.8,41400921,6,98.16,73532020,8,6.91,935.44
545551,92023,3/4/12,85789016,3,31.35,25025228,4,22.09,88917830,5,66.92,517.01
704826,90043,4/3/16,86943000,7,39.59,83003176,1,22.81,68612817,6,17.66,405.9
776626,81183,12/12/10,88721955,4,51.65,67987259,4,74.19,69591168,9,28.97,764.09
231685,74979,9/16/05,11940639,4,35.63,88523127,2,17.54,10972250,4,40.81,340.84
934019,86921,6/6/15,70726091,3,51.16,47748066,4,87.88,44371823,8,19.06,657.48
553133,73154,11/15/10,49085064,7,66.02,44750241,2,12.06,38903821,1,70.53,556.79
548510,44024,3/11/14,13113237,7,45,29285413,7,18.99,27686557,1,66.93,514.86
718627,85073,10/31/11,20660537,3,67.75,48562458,4,62.77,28615029,7,22.78,613.79
925973,60334,6/23/01,48971807,5,44.03,55176657,9,36.26,91707871,4,21.46,632.33
490862,74444,4/17/14,64583217,9,47.81,44425644,1,66.91,67098201,3,95.5,783.7
988560,76065,8/27/03,33004025,9,40.05,44678255,3,79.05,65662355,6,77.8,1064.4
609865,80328,2/10/01,67150318,5,49.96,54873620,7,17.55,38190177,8,54.96,812.33
490074,46223,4/13/02,41721760,6,73.24,26537649,1,83.67,90781607,8,71.12,1092.07
683261,44946,4/15/05,36709715,2,32.56,48495761,3,23.08,20036382,8,41.11,463.24
350136,70607,10/6/11,26163721,1,64.88,62454971,3,10.93,30200418,8,86.24,787.59
571966,31725,1/7/03,94705876,2,29.41,51606722,3,69.5,55441345,5,91.48,724.72
879644,63811,9/19/20,11438623,6,45.18,57955834,10,13.59,52505806,9,68.29,1021.59
816413,56024,5/22/11,97404603,5,48.61,27529382,7,34.87,36455356,5,8.04,527.34
429249,52819,11/21/16,40166058,1,18.98,53068795,5,42.37,67252119,8,82.78,893.07
492530,95549,5/19/21,37574559,10,40.35,45032687,10,97.58,19965925,10,60.07,1980
205139,42117,2/5/03,22892487,8,85.26,39281054,4,15.37,17524495,9,57.27,1258.99
705919,75089,7/6/18,10432369,8,23.08,11786743,9,98.73,57698533,9,40.72,1439.69
607694,33931,6/8/00,23441286,8,12.92,89573834,8,25.88,51422300,6,48.23,599.78
111926,51442,4/21/20,96806751,6,15.27,30028993,9,36,41387092,10,72.68,1142.42
513338,75223,8/8/06,68716661,4,54.95,98216453,2,81.7,28890258,10,17.42,557.4
770458,48449,10/20/18,34648025,8,79.77,41415978,2,53.55,86141160,5,16.9,829.76
456231,26060,11/3/17,43506335,3,99.98,56098513,7,81.57,63953217,4,43.63,1045.45
210258,31992,4/3/01,82354996,5,68.01,93567899,10,31.32,76742806,7,41.96,946.97
674021,17480,2/22/07,48395850,2,33.93,81061083,6,33.44,25171222,4,75.96,572.34
559003,56024,8/7/07,20849329,6,49.08,14204336,6,95.64,10731509,6,15.76,962.88
197616,47024,7/31/04,12466773,7,80.25,71703047,7,58.26,57101913,8,5.06,1010.05
185819,89729,11/4/14,80444722,9,32.31,59894073,9,46.1,74088090,4,25.64,808.25
990828,33228,10/8/11,28825398,1,94.44,83838856,1,82.58,54739014,8,72.36,755.9
771128,13462,8/11/09,24401806,6,9.13,93485948,10,23.76,99676256,3,99.12,589.74
488589,76329,12/9/02,72945520,1,32.3,10005086,9,66.77,66571675,5,32.67,796.58
415142,59736,12/5/16,51970100,8,60.25,18632323,8,88.34,41356612,4,75.78,1491.84
458937,80640,3/19/00,16321477,6,59.7,57654398,7,78.07,62588107,1,68.9,973.59
456060,18495,3/3/04,13002407,8,17.68,77323914,3,67.34,98293731,9,31.67,628.49
552612,84144,4/26/16,81145019,7,77.8,80708750,3,80.61,87564053,10,68.7,1473.43
598885,69869,6/27/01,17542718,8,11.96,84770016,6,70.4,55423629,10,87.74,1395.48
794450,35735,1/12/01,66110039,6,70.13,82280567,10,64.61,78318219,5,77.61,1454.93
271021,31672,10/1/14,57100424,1,7.88,36536424,10,25.44,50158170,1,12.47,274.75
425816,64298,1/26/15,29633168,7,91.37,17816882,9,49.64,91441486,5,42.24,1297.55
767100,61092,12/23/15,59581160,6,71.19,,,,,,,427.14
107857,83100,6/25/11,57930801,2,9.64,80418125,10,88.77,39059816,5,40.13,1107.63
116927,19199,1/21/00,78786984,8,20.26,70620669,1,91.55,20676327,5,34.52,426.23
986736,40875,5/20/19,89403686,6,56.16,42908244,5,93.82,79344071,6,58.34,1156.1
601546,82038,5/16/09,66359852,3,65.19,,,,,,,195.57
409007,16572,8/6/16,11259930,10,72.36,95687728,3,50.02,,,,873.66
374944,77098,2/3/15,96034671,6,88.19,64002410,6,82.49,10079201,10,61.76,1641.68
966759,37810,5/25/16,72671223,5,73.96,20287084,8,16.79,40516522,7,28.73,705.23
238593,23696,10/19/11,88027322,4,91.12,25942367,3,32.71,34753638,3,57.84,636.13
843527,96193,3/11/04,65141542,7,17.92,28820807,10,63.15,65075667,4,97.08,1145.26
872966,16373,7/4/00,64216248,7,57.18,52804382,9,83.06,82366691,6,38.82,1380.72
552587,88740,6/15/12,77939114,10,7.61,26248762,7,24.35,59808314,9,9.01,327.64
755654,39235,11/26/00,40631031,10,11.69,41248541,8,92.49,,,,856.82
431343,17330,11/5/07,32252887,10,96.63,65046135,3,53.52,73284115,6,19.13,1241.64
328274,82782,9/6/03,98545950,3,55.55,63266407,4,59.76,30539917,9,63.48,977.01
498647,50909,9/21/21,25278523,6,45.11,67142212,1,95.03,16643350,6,63.12,744.41
775572,33257,11/7/02,46457858,3,73.7,,,,,,,221.1
504486,72402,6/18/00,22355168,6,86.1,74050303,6,94.18,14587248,7,98.55,1771.53
126819,99857,7/6/17,31550183,4,53.38,19121981,8,34.51,49701618,6,11.8,560.4
923305,81044,11/13/15,22100745,8,58.95,91934445,2,66.12,41601950,2,68.71,741.26
440186,23223,9/22/17,71768056,4,19.72,16635270,7,81.73,80766047,3,31.85,746.54
348692,90505,5/17/03,69870274,10,63.43,16640108,9,81.84,,,,1370.86
465188,46704,8/21/19,78952629,4,44.85,25259381,4,83.51,26049297,8,78.27,1139.6
427975,85520,5/13/13,91526449,1,48.76,98450238,10,32.21,83029214,5,82.52,783.46
212418,27970,8/15/15,28010439,2,47.3,13790770,1,82.94,20833951,1,18.49,196.03
166787,12922,5/25/05,76179319,3,92.55,34760510,1,61,65256542,2,43.76,426.17
331997,34689,11/17/01,80950394,2,10.35,93323428,1,34.87,81082008,8,44.57,412.13
274527,95021,7/27/14,35334223,9,97.69,28646772,7,26.33,12348017,2,12.61,1088.74
428405,59536,5/24/18,89985705,4,17.58,55073516,2,48.67,,,,167.66
491091,55709,2/1/12,49966652,5,31.45,51667274,5,88.82,60098195,1,59.14,660.49
588635,66059,4/20/14,10946492,7,17.05,20852575,1,56.33,40878179,8,76.56,788.16
941458,74856,1/30/04,33165157,5,59.14,90701567,3,91.17,31268742,10,26.85,837.71
512168,34229,4/1/08,38106997,10,81.97,29982038,7,92.08,82743628,1,81.06,1545.32
412493,63293,1/14/01,95614301,10,8.18,59056454,2,71.51,41909802,1,83.6,308.42
440311,27205,7/8/10,70946921,7,18.93,76173247,8,95.4,69706012,7,67.61,1368.98
639561,49261,10/3/08,57130664,7,84.81,80769278,4,48.76,25684720,5,13.5,856.21
330541,71794,6/25/17,56702105,8,36.45,43007907,3,92.72,32385909,9,64.89,1153.77
232743,25747,2/5/17,89619553,9,55.16,97432098,6,7.98,67551461,6,35.67,758.34
703243,32165,8/4/13,99638614,9,88.6,52983834,7,72.16,24962847,3,28.09,1386.79
264478,29515,3/25/10,72971042,6,34.01,66652524,7,38.46,40722385,2,65.58,604.44
379340,45004,9/12/08,31374130,2,73.6,40721215,2,55.42,27295099,4,6.61,284.48
534829,69115,6/10/09,66573215,10,84.44,66696950,4,95.67,39337288,3,48.55,1372.73
525279,72402,10/18/05,53531330,10,87.43,91199420,1,25.18,95585499,5,88.63,1342.63
751098,50073,2/7/07,40961921,6,90.69,67822895,1,29.2,83532248,6,40.7,817.54
913286,96381,8/15/19,92512245,8,90.19,33677562,8,38.64,78441909,2,67.2,1165.04
690629,86098,6/26/02,25868284,10,52.64,89621945,2,72.01,23367276,7,28.6,870.62
515409,13462,12/9/19,37024377,9,50.36,81927432,7,5.73,39950729,1,73.57,566.92
917750,98244,10/4/07,34549150,5,45.08,32303280,4,80.34,29169691,6,52.46,861.52
360990,54325,11/8/05,83104926,4,61.15,78196540,4,18.61,10222608,8,48.04,703.36
272280,52682,1/20/14,42471002,1,43.52,26837488,1,68.68,68357274,6,85.58,625.68
147177,25736,10/27/01,64577521,1,82.18,43386057,10,86.93,95382672,4,79.18,1268.2
272557,96381,1/16/07,61161979,7,22.11,18298126,3,34.43,62035946,4,34.51,396.1
